CT.PA.1,CT.PA.2,KD.PA.3,KD.PA.4,CT.SI.5,KD.SI.6,CT.SI.7
FBgn0052626,1443,1900,1755,1845,3167,2387,2853
FBgn0052627,95,94,95,88,185,184,136
FBgn0052628,51,52,55,64,101,85,55
FBgn0052638,959,1189,1009,1155,2896,2003,1796
FBgn0052649,496,585,558,663,926,831,669
FBgn0052650,32,56,49,59,61,42,41
FBgn0052654,1926,1890,1921,2063,3513,2638,2430
FBgn0052666,1476,1479,1703,1939,2878,2460,2040
FBgn0052672,1330,1675,1388,1635,5234,3679,2660
FBgn0052675,1823,2081,2184,2266,4114,2939,2281
FBgn0052676,1337,1250,1690,1711,2479,2015,1359
FBgn0052677,20,28,61,66,39,81,22
FBgn0052681,136,162,72,80,293,122,159
FBgn0052685,2261,2291,2137,2310,5298,3559,2453
FBgn0052687,251,293,200,214,574,292,355
FBgn0052699,841,950,1109,1192,2199,2085,1459
FBgn0052702,467,478,579,606,966,828,636
FBgn0052707,185,174,230,260,381,324,267
FBgn0052708,88,143,120,135,274,155,184
FBgn0052719,48,31,17,27,176,88,72
FBgn0052732,210,227,265,293,491,386,313
FBgn0052756,20,26,29,20,101,136,96
FBgn0052758,1398,1431,1533,1613,3005,2111,1786
FBgn0052767,1330,1213,1252,1372,3030,2353,1495
FBgn0052772,404,415,353,394,886,515,396
FBgn0052791,121,103,95,101,271,262,114
FBgn0052803,153,226,260,331,366,479,327
FBgn0052813,135,150,104,108,261,116,184
FBgn0052823,44,50,46,59,86,74,48
FBgn0052850,2563,2238,2618,2701,7351,6865,4045
FBgn0052856,26,45,45,61,154,159,74
FBgn0052865,86,92,133,112,291,467,186
FBgn0052982,948,976,1163,1300,2012,1756,888
FBgn0052984,78,87,79,62,197,180,113
FBgn0052985,40,37,53,50,90,189,42
FBgn0053002,161,234,222,299,392,381,288
FBgn0053051,67,78,74,92,198,192,109
FBgn0053052,209,313,291,336,688,539,436
FBgn0053054,30,32,35,40,95,64,37
FBgn0053056,265,306,212,258,452,332,440
FBgn0053057,67,62,80,93,182,127,74
FBgn0053062,71,83,97,107,134,157,131
FBgn0053080,40,48,41,49,87,50,46
FBgn0053087,4078,3904,4458,4078,7812,6517,5008
FBgn0053094,1059,1205,1068,1099,2303,1742,1732
FBgn0053095,256,252,291,301,950,1097,566
FBgn0053096,245,252,354,324,590,550,350
FBgn0053100,522,509,449,583,1378,961,538
FBgn0053107,110,144,120,144,264,240,174
FBgn0053111,122,134,119,127,370,225,214
FBgn0053113,2314,2413,2367,2562,5280,4109,3351
FBgn0053116,522,570,626,706,1293,1295,1068
FBgn0053120,16,22,31,25,70,59,49
FBgn0053123,1627,1817,1880,1884,3764,3108,3050
FBgn0053124,26,34,41,34,59,58,53
FBgn0053129,1742,1985,2110,2082,4185,4174,3239
FBgn0053138,917,1104,1558,1679,1624,1926,1417
FBgn0053139,287,345,352,426,565,469,468
FBgn0053144,967,937,1198,1345,1431,1430,1022
FBgn0053145,247,268,321,279,678,618,458
FBgn0053156,96,131,163,157,206,213,184
FBgn0053158,374,430,487,455,877,824,626
FBgn0053169,15,35,38,29,68,79,28
FBgn0053170,82,103,122,118,491,479,241
FBgn0053172,72,99,83,70,195,192,178
FBgn0053180,533,649,623,592,1377,1358,1173
FBgn0053181,282,300,198,213,768,376,294
FBgn0053182,437,398,478,474,960,817,549
FBgn0053193,193,209,326,364,386,392,234
FBgn0053196,46,34,58,42,73,69,34
FBgn0053198,98,98,95,91,264,272,148
FBgn0053207,428,437,444,490,931,640,481
FBgn0053208,1707,1606,1800,1779,3613,2636,2025
FBgn0053213,103,138,138,136,275,214,209
FBgn0053217,34,48,48,45,139,309,236
FBgn0053225,40,40,30,37,87,60,67
FBgn0053229,240,240,264,212,503,529,394
FBgn0053230,226,281,233,223,738,556,407
FBgn0053276,37,31,30,29,134,113,53
FBgn0053294,34,35,20,42,136,141,68
FBgn0053303,2981,4004,4243,4695,7079,5575,4801
FBgn0053307,735,1052,310,374,2834,830,1334
FBgn0053329,523,491,364,486,718,467,791
FBgn0053460,1181,1522,1063,1286,3121,2398,3138
FBgn0053461,18,27,30,34,43,60,51
FBgn0053465,172,186,172,176,548,393,556
FBgn0053494,604,744,652,727,2092,2235,1425
FBgn0053503,18,38,22,17,62,112,158
FBgn0053505,182,261,221,271,461,308,342
FBgn0053506,97,141,148,147,304,257,167
FBgn0053508,27,23,51,56,76,124,42
FBgn0053509,36,33,41,46,88,150,54
FBgn0053513,54,54,48,57,81,68,44
FBgn0053516,611,594,381,408,1377,600,799
FBgn0053519,154,151,224,198,319,272,153
FBgn0053523,486,630,642,677,1058,919,960
FBgn0053526,1500,1677,1490,1638,3354,2736,2077
FBgn0053542,21,41,32,37,76,61,55
FBgn0053554,1629,1376,1577,1277,5639,6970,4298
FBgn0053555,36,40,62,71,74,104,43
FBgn0053556,120,120,260,248,278,334,66
FBgn0053558,1582,1622,2640,2588,3184,2933,1458
FBgn0053635,46,49,47,45,151,149,97
FBgn0053653,36,46,39,46,147,150,72
FBgn0053774,6,33,32,13,110,159,46
FBgn0053867,49,82,108,95,445,216,95
FBgn0053926,475,609,791,848,935,894,183
FBgn0053969,171,261,304,330,403,482,374
FBgn0053971,124,118,117,110,253,157,189
FBgn0053977,41,63,63,50,194,284,204
FBgn0053978,143,97,123,106,470,620,363
FBgn0053987,51,58,43,55,192,153,128
FBgn0054001,17,24,31,21,63,42,43
FBgn0054003,120,208,128,144,362,287,159
FBgn0054015,47,42,39,54,138,111,88
FBgn0054039,21,27,23,40,88,99,66
FBgn0054056,56,62,37,39,151,62,69
FBgn0058002,44,66,57,35,119,331,336
FBgn0058006,59,58,70,71,139,174,96
FBgn0058042,903,950,968,1119,2892,3011,1816
FBgn0058045,785,826,762,842,3028,2650,1723
FBgn0058160,696,776,667,649,2380,2306,1969
FBgn0058178,127,133,107,93,491,610,301
FBgn0058191,626,685,656,697,2135,2075,1488
FBgn0058196,40,47,52,29,194,398,256
FBgn0058263,307,268,197,196,722,842,695
FBgn0058354,20,31,35,25,63,60,36
FBgn0058439,311,263,241,294,1090,1131,828
FBgn0058469,181,214,242,124,1057,6850,728
FBgn0058470,22,17,18,13,74,94,46
FBgn0060296,39,59,88,81,106,191,97
FBgn0061196,42,54,38,65,97,90,63
FBgn0061198,100,165,135,147,587,403,257
FBgn0061200,2879,2829,2881,2990,6500,4268,4051
FBgn0061469,614,731,867,855,1441,1241,954
FBgn0061476,281,338,371,389,651,638,498
FBgn0061492,239,305,352,401,479,558,478
FBgn0061515,686,783,972,998,2396,1911,1026
FBgn0062413,539,631,626,711,1120,982,845
FBgn0062440,165,251,183,194,531,319,356
FBgn0062442,625,813,754,793,1356,1224,907
FBgn0062449,126,135,103,135,393,316,224
FBgn0062517,32,36,40,33,71,64,71
FBgn0062928,27,38,41,47,45,66,26
FBgn0063449,47,80,64,58,233,205,101
FBgn0063485,137,142,148,109,1077,948,392
FBgn0063491,537,664,914,1118,1303,1419,1155
FBgn0063492,260,341,552,673,696,962,468
FBgn0063493,125,150,255,373,271,509,268
FBgn0063494,797,1066,1300,1450,2188,2715,1911
FBgn0063497,173,223,237,270,373,370,425
FBgn0063498,297,316,111,147,705,273,559
FBgn0063649,482,484,236,236,1033,386,786
FBgn0063670,91,104,87,78,404,545,289
FBgn0063923,78,116,64,75,253,140,193
FBgn0064225,61356,88153,76258,79637,138084,156142,140269
FBgn0064766,874,1030,1070,1183,1822,1539,1547
FBgn0065032,186,285,283,286,713,667,470
FBgn0065035,41,34,32,45,139,126,85
FBgn0065099,45,34,33,34,92,76,21
FBgn0066084,7207,13923,14258,12838,22210,38630,23684
FBgn0066114,416,447,456,507,834,645,616
FBgn0067102,653,812,739,868,1476,1003,1010
FBgn0067317,22,33,39,38,65,48,52
FBgn0067628,56,77,106,87,148,149,91
FBgn0067629,31,34,47,34,84,103,58
FBgn0067779,355,377,329,352,1220,1016,672
FBgn0067783,36,44,35,38,103,69,58
FBgn0067864,615,678,801,884,1191,1009,886
FBgn0069242,181,344,369,322,960,745,609
FBgn0069973,111,123,99,104,202,145,127
FBgn0069977,73,69,71,74,150,224,221
FBgn0082582,843,857,950,983,2031,1806,1091
FBgn0082585,124,134,137,172,315,250,146
FBgn0082598,1804,1918,2029,2146,4662,4343,2824
FBgn0082831,1430,1405,1717,1808,3230,2440,2035
FBgn0083123,68,51,54,52,166,242,108
FBgn0083124,36,28,47,24,84,198,111
FBgn0083167,335,494,519,557,928,873,619
FBgn0083919,2469,2397,2412,2478,5327,3509,3126
FBgn0083953,80,94,119,130,339,262,183
FBgn0083959,1204,1270,968,1003,2457,1464,1535
FBgn0083961,181,234,233,283,389,349,305
FBgn0083962,2500,2570,2703,2921,5196,4450,4290
FBgn0083968,67,130,93,90,232,283,224
FBgn0083969,1430,1566,1362,1503,3430,2609,2347
FBgn0083970,51,59,82,85,143,133,94
FBgn0083977,167,146,178,178,371,311,174
FBgn0083983,27,55,69,81,115,189,107
FBgn0083985,23,26,28,40,38,58,22
FBgn0083986,42,47,63,79,186,173,110
FBgn0084001,11,19,30,26,44,77,35
FBgn0084049,35,49,46,45,85,66,59
FBgn0085188,249,393,293,344,995,684,521
FBgn0085192,20,33,33,22,176,148,101
FBgn0085193,36,43,32,29,98,69,60
FBgn0085203,10,35,16,23,116,82,56
FBgn0085212,41,32,31,38,137,126,65
FBgn0085220,91,138,169,152,354,321,229
FBgn0085223,44,56,47,58,97,67,105
FBgn0085224,53,87,79,71,239,143,131
FBgn0085229,57,94,143,94,403,437,256
FBgn0085242,14,31,26,24,86,93,28
FBgn0085249,213,197,148,213,273,130,209
FBgn0085257,30,32,33,45,109,127,60
FBgn0085261,145,155,80,116,284,130,64
FBgn0085279,21,36,39,29,98,126,94
FBgn0085334,32,57,17,18,152,53,33
FBgn0085335,115,99,79,92,323,194,134
FBgn0085350,45,42,32,32,74,59,55
FBgn0085354,59,98,136,182,167,179,116
FBgn0085359,48,86,3,1,191,9,130
FBgn0085360,440,706,515,576,1158,705,420
FBgn0085364,994,1519,1603,391,1002,4686,327
FBgn0085370,2279,2139,2436,2688,3982,3759,2691
FBgn0085376,310,286,179,169,558,242,131
FBgn0085377,134,170,167,144,276,217,250
FBgn0085378,351,388,388,375,998,1050,709
FBgn0085379,48,36,27,19,63,38,52
FBgn0085384,28,38,47,33,85,61,34
FBgn0085386,65,96,102,103,161,167,99
FBgn0085388,1235,1367,1914,2104,2178,2177,1408
FBgn0085390,58,56,39,51,95,68,77
FBgn0085395,100,79,68,62,138,97,63
FBgn0085403,112,108,209,243,290,380,101
FBgn0085405,234,231,243,271,415,328,237
FBgn0085412,68,44,48,57,134,82,36
FBgn0085421,27,36,42,40,74,53,20
FBgn0085423,1395,1252,1614,1726,2844,2739,1717
FBgn0085425,65,80,57,69,94,65,57
FBgn0085430,1835,1728,1952,1892,3126,2283,2112
FBgn0085432,689,542,686,637,2064,2431,1509
FBgn0085433,228,259,258,274,514,425,360
FBgn0085434,427,406,378,363,951,593,701
FBgn0085435,21,28,38,33,97,76,52
FBgn0085436,11990,11628,11790,11946,28443,19808,16340
FBgn0085437,883,860,974,958,1441,1156,1153
FBgn0085438,34,61,39,35,122,48,78
FBgn0085442,3247,3389,3251,3486,7758,5218,5304
FBgn0085443,2207,2187,2325,2464,3863,3022,2156
FBgn0085444,779,791,883,859,2146,1783,1368
FBgn0085446,2394,2338,3873,4303,5153,5322,2621
FBgn0085450,1175,1068,859,909,2696,1548,1074
FBgn0085451,2485,2384,2543,2615,4200,2867,2585
FBgn0085452,54,63,66,72,249,161,68
FBgn0085453,124,123,164,197,182,206,142
FBgn0085459,101,111,158,171,246,350,227
FBgn0085460,60,46,85,73,145,319,178
FBgn0085466,102,129,129,120,370,535,444
FBgn0085468,24,39,73,52,217,271,103
FBgn0085478,1370,1265,1495,1509,2339,1812,1035
FBgn0085483,39,33,21,21,139,69,70
FBgn0085484,182,179,220,204,362,281,234
FBgn0085638,186,217,173,198,714,694,464
FBgn0085732,36,55,42,52,323,291,215
FBgn0085734,80,65,73,86,160,105,99
FBgn0085742,14334,16530,16640,8795,62120,58875,3555
FBgn0085743,19,48,46,16,1069,1392,6
FBgn0085757,2591,2092,1511,1992,44,53,1
FBgn0085759,1133,1492,1588,860,17920,8695,314
FBgn0085764,1577,1578,1385,1189,22,131,1
FBgn0085765,466,427,412,98,17875,10686,141
FBgn0085770,35,30,33,13,7,393,41
FBgn0085773,19,29,20,3,68,110,3
FBgn0085774,825,1003,886,363,1651,3485,1079
FBgn0085795,339,316,246,132,16,20,0
FBgn0085797,1430,1458,1299,566,173,505,455
FBgn0085799,18,10,24,9,408,444,296
FBgn0085802,1315,2257,2405,688,4390,12792,1885
FBgn0085805,1204,1237,1121,612,9713,6155,393
FBgn0085807,156,205,174,81,247,334,8
FBgn0085813,716,947,1252,257,8482,17543,1090
FBgn0085815,988,951,583,816,116,143,3
FBgn0085819,2041,3156,3220,1100,11094,11958,1086
FBgn0085823,1468,1878,1284,717,9,26,1
FBgn0086031,50,29,22,20,47,35,43
FBgn0086129,743,715,759,822,1965,1396,1005
FBgn0086130,164,219,234,266,443,300,272
FBgn0086134,888,1147,1336,1380,2090,2113,1729
FBgn0086200,46,53,70,65,137,140,71
FBgn0086251,669,662,662,692,2092,1892,1161
FBgn0086253,408,454,616,704,924,924,623
FBgn0086254,859,1145,951,1199,1986,2044,1697
FBgn0086346,2706,3117,3002,3283,5298,4117,3881
FBgn0086347,3961,4544,4158,4558,9205,6046,5761
FBgn0086350,97,98,124,131,333,419,239
FBgn0086355,2306,2553,4530,4987,4000,4919,2960
FBgn0086356,1272,1502,1643,1839,2571,2289,2152
FBgn0086357,2665,3345,4372,4827,5657,6559,4966
FBgn0086358,1215,1219,986,1046,2299,1270,1236
FBgn0086359,178,176,215,238,309,363,326
FBgn0086361,2085,2318,2311,2626,4567,3577,2600
FBgn0086362,206,261,216,242,487,382,332
FBgn0086365,2444,2795,2009,2014,5163,2919,3756
FBgn0086370,932,1055,949,1041,1990,1421,1300
FBgn0086371,235,319,300,342,552,518,515
FBgn0086372,343,398,384,401,792,885,770
FBgn0086377,630,741,573,691,1621,1012,814
FBgn0086378,236,290,299,264,673,1156,808
FBgn0086384,674,800,810,880,1446,1092,1040
FBgn0086442,1858,2033,2170,2292,3607,2873,2628
FBgn0086443,3013,3707,3432,3711,5651,4449,5367
FBgn0086444,435,552,566,635,1027,739,703
FBgn0086445,144,211,238,269,429,388,317
FBgn0086446,209,325,342,382,557,477,429
FBgn0086447,32,42,52,55,172,146,110
FBgn0086448,26,45,40,46,132,193,109
FBgn0086450,4871,5189,3805,3996,8321,4616,5630
FBgn0086451,1106,1105,1212,1114,2254,1757,2025
FBgn0086472,15075,23328,20071,22319,39625,30338,28589
FBgn0086475,490,549,564,571,1168,1116,836
FBgn0086532,956,1162,1492,1577,1946,2333,1764
FBgn0086558,641,1079,917,664,3259,2389,3594
FBgn0086605,405,408,428,432,972,796,618
FBgn0086608,27,32,25,31,46,59,32
FBgn0086613,764,854,854,804,1840,1409,1166
FBgn0086655,369,287,370,383,738,587,404
FBgn0086656,1105,1486,1057,1337,3635,2695,1892
FBgn0086657,280,376,373,429,785,653,500
FBgn0086674,1257,1383,1197,1284,3193,2196,1992
FBgn0086676,3459,3611,4255,5008,6437,5922,5245
FBgn0086679,479,596,550,543,1046,877,950
FBgn0086683,653,738,672,842,2044,1601,1227
FBgn0086686,1989,1831,1935,2086,4569,3227,1695
FBgn0086687,6020,7144,5675,6278,13570,9433,9813
FBgn0086690,2386,2564,2625,2753,5623,4861,3477
FBgn0086691,111,146,116,111,268,257,230
FBgn0086694,850,965,1039,1111,1996,1405,1221
FBgn0086695,251,301,256,285,504,344,391
FBgn0086697,501,511,602,599,1496,1257,758
FBgn0086698,635,660,723,793,1485,1687,669
FBgn0086706,4341,5654,4711,5259,9971,7154,7615
FBgn0086707,1508,1597,1463,1667,4202,3001,1750
FBgn0086708,213,204,161,168,402,190,216
FBgn0086710,6041,9270,7047,8000,13922,10228,10065
FBgn0086712,554,695,653,757,1122,880,869
FBgn0086736,649,721,704,794,1166,919,849
FBgn0086757,445,460,360,413,1162,721,725
FBgn0086758,5992,5198,4261,4727,16002,9885,5827
FBgn0086768,513,667,591,766,1087,842,818
FBgn0086779,886,911,957,952,2660,2497,1613
FBgn0086782,127,110,78,89,416,329,200
FBgn0086784,627,781,719,764,1252,955,941
FBgn0086785,216,298,274,334,502,419,369
FBgn0086855,302,329,384,378,854,640,505
FBgn0086856,99,104,106,121,328,293,195
FBgn0086895,455,484,588,588,1119,903,735
FBgn0086899,2949,2578,3196,3403,5657,4855,2727
FBgn0086901,3248,2726,3689,3819,6043,5718,3587
FBgn0086902,9958,8071,9342,8501,22677,18319,11671
FBgn0086904,5547,7545,6961,7669,11297,8924,8761
FBgn0086906,653,644,1284,1111,1399,1731,673
FBgn0086908,849,1058,1114,1237,2071,1651,1520
FBgn0086909,131,136,151,177,297,323,257
FBgn0086910,53,47,189,189,148,412,61
FBgn0086911,270,214,253,253,422,372,110
FBgn0086912,193,288,237,264,622,434,427
FBgn0087002,301,236,228,193,898,934,516
FBgn0087007,63,77,142,155,144,229,54
FBgn0087008,3546,3331,3723,3499,5793,3913,3979
FBgn0087011,39,35,35,30,102,140,57
FBgn0087013,6795,8076,7590,7965,13458,10386,10897
FBgn0087021,141,211,213,234,433,432,318
FBgn0087035,6076,6331,5720,6249,13265,8700,8470
FBgn0087039,170,179,196,198,625,518,312
FBgn0243511,984,1033,1052,1157,1806,1450,1468
FBgn0243512,1538,1504,1230,1325,4300,2412,2067
FBgn0243513,26,31,21,27,47,96,54
FBgn0243514,2629,2843,2863,2809,5549,6668,6220
FBgn0243516,1012,919,1029,1079,2231,1632,1462
FBgn0250732,794,935,816,861,1776,1116,1299
FBgn0250746,955,1211,1467,1552,1865,1810,1580
FBgn0250753,3829,4345,4203,4396,11891,11432,7598
FBgn0250754,3541,2989,3526,3364,9914,8255,5764
FBgn0250755,115,115,109,127,212,199,130
FBgn0250757,36,57,80,76,103,184,61
FBgn0250785,769,882,1246,1387,1554,1784,1255
FBgn0250786,2229,2268,2318,2356,4953,3289,2687
FBgn0250788,7961,7774,10866,11241,14675,13633,9704
FBgn0250789,16066,15477,20595,20624,29962,25733,19034
FBgn0250791,608,734,719,790,1796,1461,1039
FBgn0250814,2426,2981,2519,2623,3682,2620,2859
FBgn0250816,99,121,105,91,358,540,278
FBgn0250819,24,23,10,13,89,75,56
FBgn0250820,504,667,578,745,1193,957,827
FBgn0250821,22,49,48,40,100,82,52
FBgn0250823,1687,1713,1758,1797,4804,3960,2521
FBgn0250830,90,80,84,78,265,271,285
FBgn0250837,1148,1640,2132,2181,2383,2687,1919
FBgn0250838,853,1176,1167,1245,2675,2091,1636
FBgn0250843,1068,1446,1695,2002,2975,2530,2301
FBgn0250848,7237,9363,7850,8861,13071,10184,9638
FBgn0250850,1109,1258,1322,1535,2162,1981,1661
FBgn0250867,222,296,478,481,694,1189,403
FBgn0250868,77,96,103,110,280,314,213
FBgn0250869,336,384,295,293,788,530,401
FBgn0250870,100,77,58,57,142,83,108
FBgn0250874,1606,1818,2028,2400,2897,2077,2279
FBgn0250876,190,219,287,331,336,371,185
FBgn0250906,1518,1827,2669,2927,2649,3360,2155
FBgn0250907,273,258,223,266,698,590,420
FBgn0259108,271,229,204,240,615,404,290
FBgn0259110,574,560,423,480,1153,757,878
FBgn0259111,1519,1536,2469,2619,2942,3546,1525
FBgn0259112,16,23,34,34,72,73,53
FBgn0259113,1135,1201,1069,1136,2603,2013,1932
FBgn0259139,1519,1730,1815,1860,3867,2846,2135
FBgn0259142,243,288,304,339,470,472,360
FBgn0259143,373,370,298,319,1065,590,417
FBgn0259144,56,82,46,47,103,88,154
FBgn0259152,267,285,272,252,842,844,595
FBgn0259163,72,73,83,74,138,121,81
FBgn0259164,55,48,44,47,75,71,61
FBgn0259166,498,537,728,778,807,842,627
FBgn0259167,98,93,63,77,153,84,77
FBgn0259168,2045,1848,2002,1948,4005,3220,2070
FBgn0259170,497,450,484,475,1084,908,594
FBgn0259171,598,629,777,858,1165,1048,634
FBgn0259173,133,150,189,215,288,260,171
FBgn0259174,2070,2076,1885,2138,4734,3390,2805
FBgn0259175,68,79,85,84,143,133,76
FBgn0259176,5261,4891,4822,5268,11289,9936,6456
FBgn0259178,122,94,115,115,356,233,225
FBgn0259212,2528,2431,2516,2641,5289,3918,3028
FBgn0259214,1996,1736,1796,1751,5638,5445,4399
FBgn0259220,3044,2945,3581,3787,6527,5601,4646
FBgn0259221,225,240,260,262,489,434,436
FBgn0259224,150,159,307,331,345,651,134
FBgn0259225,126,158,139,147,224,199,140
FBgn0259227,2372,2294,2693,3026,4490,3914,3749
FBgn0259228,5401,5040,4876,5157,9036,5485,5402
FBgn0259233,250,262,303,275,510,297,316
FBgn0259234,534,527,578,598,1178,846,792
FBgn0259237,23,58,55,45,316,546,2
FBgn0259238,171,212,229,249,688,589,305
FBgn0259240,2480,2082,2422,2545,3840,3216,1446
FBgn0259243,456,505,481,506,1226,883,715
FBgn0259246,242,238,460,433,377,601,182
FBgn0259247,575,551,590,581,1491,1321,998
FBgn0259481,2547,2632,2444,2909,4705,3085,3035
FBgn0259482,76,100,96,85,257,323,265
FBgn0259483,837,989,1061,1164,1801,1517,1207
FBgn0259676,280,334,302,268,554,371,420
FBgn0259677,127,113,111,131,310,266,125
FBgn0259683,49,61,107,114,163,184,52
FBgn0259685,298,294,299,331,590,455,350
FBgn0259704,188,203,198,210,338,269,305
FBgn0259705,51,79,58,54,137,114,96
FBgn0259711,53,60,82,80,225,202,110
FBgn0259714,106,128,56,57,270,120,105
FBgn0259715,877,1133,304,285,1706,296,544
FBgn0259728,37,31,45,49,88,110,74
FBgn0259734,179,165,276,328,341,455,163
FBgn0259735,7439,6448,6759,7292,14585,9329,5956
FBgn0259736,204,192,141,175,385,203,173
FBgn0259740,5,7,37,11,79,248,59
FBgn0259742,108,115,138,123,340,307,210
FBgn0259745,1419,1318,1343,1430,3630,3051,1864
FBgn0259749,1100,1337,856,965,2303,1040,1486
FBgn0259785,1753,1853,1890,1936,3413,2313,2227
FBgn0259791,148,177,207,246,398,333,283
FBgn0259818,48,36,35,40,95,66,55
FBgn0259821,65,48,142,143,148,258,103
FBgn0259824,946,1017,1008,949,1815,1591,1353
FBgn0259834,219,282,220,244,500,390,378
FBgn0259876,1044,1155,1354,1321,2415,1880,1811
FBgn0259896,673,903,915,1124,1553,1511,1457
FBgn0259916,43,80,61,50,160,161,122
FBgn0259923,49,44,64,61,83,92,40
FBgn0259935,31,25,65,63,53,101,26
FBgn0259936,131,132,130,111,395,398,172
FBgn0259937,2332,2826,2923,3288,4848,4289,3836
FBgn0259938,861,802,662,801,1919,1299,951
FBgn0259977,27,23,43,37,48,54,48
FBgn0259978,640,718,683,759,1688,1565,1229
FBgn0259979,770,861,712,722,2082,1743,1397
FBgn0259982,75,97,108,125,204,208,202
FBgn0259984,4999,4487,5955,6436,8951,9260,5506
FBgn0259985,86,100,88,108,223,250,188
FBgn0259990,27,46,57,48,127,105,59
FBgn0259993,36,63,66,55,104,72,76
FBgn0259994,124,121,145,132,125,116,127
FBgn0260003,2575,2433,2645,2626,5513,4376,3413
FBgn0260004,94,79,92,97,223,221,134
FBgn0260005,38,39,23,28,63,53,58
FBgn0260006,102,148,165,177,313,239,135
FBgn0260008,113,159,203,154,282,1123,682
FBgn0260010,2371,2518,3183,3385,4251,3608,3527
FBgn0260011,19,37,133,147,34,168,19
FBgn0260012,1256,1409,1296,1408,3190,2571,2089
FBgn0260049,2157,2484,2907,3154,4508,4030,3378
FBgn0260243,249,349,319,357,742,654,456
FBgn0260388,261,362,371,381,695,581,663
FBgn0260397,340,358,327,409,878,571,504
FBgn0260399,258,353,345,422,718,600,473
FBgn0260400,166,144,213,210,441,539,265
FBgn0260407,98,129,119,126,425,302,217
FBgn0260429,76,57,26,24,204,51,38
FBgn0260439,4218,4854,5080,5423,9171,7993,6934
FBgn0260441,6769,10138,7802,8896,18023,11777,12717
FBgn0260442,3290,3079,3322,3196,5481,4411,3803
FBgn0260444,297,413,395,456,621,475,467
FBgn0260450,436,491,686,786,699,814,554
FBgn0260456,417,469,430,424,1327,901,682
FBgn0260460,175,259,313,303,570,502,328
FBgn0260462,3939,4752,4422,4964,7801,6397,5081
FBgn0260463,19,46,66,38,356,495,171
FBgn0260475,52,78,98,67,263,211,161
FBgn0260484,17,17,47,34,238,267,121
FBgn0260486,1745,1569,1110,1108,3955,2443,2474
FBgn0260632,1303,1469,1281,1477,3228,2183,2444
FBgn0260634,1497,1377,1661,1767,3554,2646,1898
FBgn0260635,5823,6542,6741,7770,11878,10414,8671
FBgn0260639,513,637,714,812,1205,1255,986
FBgn0260648,81,114,119,118,271,207,145
FBgn0260655,483,568,499,565,1370,1063,1032
FBgn0260658,82,54,45,54,126,74,42
FBgn0260659,278,333,362,417,708,708,590
FBgn0260722,193,221,211,219,662,645,317
FBgn0260723,11,11,15,16,96,120,64
FBgn0260741,108,144,140,159,223,227,160
FBgn0260742,1144,1247,1259,1433,2604,2006,1469
FBgn0260743,145,212,179,183,329,297,313
FBgn0260744,258,410,424,442,595,667,572
FBgn0260745,4644,5583,3906,4320,9588,4936,7037
FBgn0260746,687,884,965,1184,1434,1460,760
FBgn0260747,1620,1765,1568,1648,3854,2875,1864
